Nomenclature;Année;Type de ligne;Type de budget;Périmètre financier Chorus;Ministère;Programme;Code (programme, action ou sous-action);Libellé Chorus abrégé;Libellé complet;Mission;Type de dépenses;Code article d'éxécution;Section CAS/CCF;Compte CAS/CCF;Id Histo Tango;Code section Chorus
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P302;0302-08;débitants tabac soutien;Soutien au réseau des débitants de tabac;MGA Gestion des finances publiques;Hors Personnel;80.0;;;1ACTP190011;
Dépenses_BG;2023.0;Programme;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P542;542.0;IndemReprParlEuropéen;Indemnités des représentants français au Parlement européen;MPB Pouvoirs publics;Hors Personnel;;;;1PGM498;
Dépenses_CCF;2023.0;Programme;CCF;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P834;834.0;Avanc.droits mut covid;Avances remboursables de droits de mutation à titre onéreux destinées à soutenir les départements et d'autres collectivités affectés par les conséquences économiques de l'épidémie de covid-19;MZC Avances aux collectivités territoriales;Hors Personnel;;4 Avances remboursables de droits de mutation à titre onéreux destinées à soutenir les départements et d’autres collectivités affectés par les conséquences économiques de l’épidémie de covid-19;880.0;15XL0AEDKDN;880-S04
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P224;0224-07-10;Fonctions logistiques;Fonctions logistiques;MCB Culture;Hors Personnel;65.0;;;1NEX743;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P308;0308-06-02;Com. consul. Nat. éthique;Comité consultatif national d'éthique;MDC Direction de l'action du Gouvernement;Mixte;21.0;;;1NEX7238;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P215;0215-03-10;Personnels en DRAAF - Cen;Personnels en DRAAF - Centres de prestations comptables mutualisés (CPCM) - Travaillant pour le MAAP;MAC Agriculture, alimentation, forêt et affaires rurales;Personnel;79.0;;;1NEX8680;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P425;0425-01;Fin.ecosyt.ESRI;Financements de l'écosystème ESRI et valorisation;MAV Investir pour la France de 2030;Hors Personnel;;;;19S77MKH07S;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P175;0175-02-02;Trav & ét esp protégés;Travaux et études en espaces protégés (sites patrimoniaux remarquables, abords, patrimoine mondial);MCB Culture;Hors Personnel;27.0;;;1NEX573;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P178;0178-02-01;Cdt-act forces terrestres;Commandement et activités des forces terrestres;MDA Défense;Hors Personnel;;;;1SSA943;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P215;0215-01-01;Personnel permanent;Personnel permanent;MAC Agriculture, alimentation, forêt et affaires rurales;Personnel;10.0;;;1NEX237;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P123;0123-09;Appui à l'accès aux finan;Appui à l'accès aux financements bancaires;MOA Outre-mer;Hors Personnel;;;;1ACT3241;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P147;0147-01;Actions territorialisées;Actions territorialisées et Dispositifs spécifiques de la politique de la ville;MVA Cohésion des territoires;Hors Personnel;;;;1ACT1140;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P112;0112-14;Prime d’aménagement du te;Prime d'aménagement du territoire, contrats de ruralité et pacte Etat-métropoles;MVA Cohésion des territoires;Hors Personnel;;;;TAYC4V31RQ;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN38 Enseignement supérieur et recherche;P150;0150-14-07;PR - Sécurité;Plan de relance - Sécurité;MRA Recherche et enseignement supérieur;Hors Personnel;72.0;;;1NEX7855;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P181;0181-14-01;Plans d'actions CL;Plans d'action portés par les collectivités locales;MTA Écologie, développement et mobilité durables;Hors Personnel;;;;17X6J9PYQFS;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P119;0119-05-04;Frais de gestion TH;dotation de compensation des frais de gestion de la taxe d'habitation versés aux régions;MRC Relations avec les collectivités territoriales;Hors Personnel;;;;1AJ385AWB69;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P147;0147-04-42;EX GPV-ORU - Hors CPER;Grands Projets de ville et opérations de renouvellement urbain (hors CPER);MVA Cohésion des territoires;Hors Personnel;72.0;;;1NEX8921;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN35 Santé et prévention;P204;0204-17-01;Produits de santé, thérap;Produits de santé, thérapeutiques et cosmétiques : Agence nationale de sécurité du médicament et des produits de santé (ANSM);MSA Santé;Hors Personnel;71.0;;;1NEX7564;
Dépenses_BG;2023.0;Programme;BG;BG00;MIN42 Sports et jeux olympiques et paralympiques;P219;219.0;Sport;Sport;MSF Sport, jeunesse et vie associative;Mixte;;;;1PGM331;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN10 Justice;P182;0182-01-02;CER - SP;Centres éducatifs renforcés (CER) - Secteur public;MJA Justice;Mixte;11.0;;;1NEX1193;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN35 Santé et prévention;P204;0204-15-01;Nutrition et santé;Nutrition et santé;MSA Santé;Hors Personnel;51.0;;;1NEX7559;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P146;0146-10-82;ProtectF&Sites-FSAF;Assurer la protection des forces et des sites - Famille de systèmes sol-air futurs (FSAF);MDA Défense;Hors Personnel;82.0;;;1SSA524;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P112;0112-13-04;Certif ATech partcip coop;Certification, assistance technique et participation aux programmes de coopération;MVA Cohésion des territoires;Hors Personnel;;;;VOX1NNZM4S;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN01 Europe et affaires étrangères;P105;0105-06-14;Pers. action soutien;"Personnel concourant à l'action ""soutien""";MAA Action extérieure de l'État;Personnel;93.0;;;1NEX917;
Dépenses_BG;2023.0;Programme;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P363;363.0;Compétitivité;Compétitivité;MPR Plan de relance;Hors Personnel;;;;19V0V9QP1J4;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P533;0533-01-02;Cour de justice de la Rép;Cour de justice de la République : fonction judiciaire;MPB Pouvoirs publics;Hors Personnel;20.0;;;1NEX1325;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P207;0207-03-03;Aide au financement du pe;Aide au financement du permis de conduire à 1 euro par jour;MSB Sécurités;Hors Personnel;32.0;;;1NEX4309;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN36 Travail, plein emploi et insertion;P103;0103-02-03;Reconnaissance des compét;Reconnaissance des compétences acquises par les personnes;MTB Travail et emploi;Hors Personnel;90.0;;;1SSA406;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN38 Enseignement supérieur et recherche;P231;0231-01-02;Aides au mérite;Aides au mérite;MRA Recherche et enseignement supérieur;Hors Personnel;12.0;;;1NEX62;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P143;0143-04-07;Insertion, adaptation péd;Insertion, adaptation pédagogique, animation - Actions locales;MEC Enseignement scolaire;Hors Personnel;;;;1NEX286;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN06 Éducation nationale et  jeunesse;P141;0141-04;Apprentissage;Apprentissage;MEC Enseignement scolaire;Mixte;25.0;;;1ACT779;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN01 Europe et affaires étrangères;P105;0105-02;Action européenne;Action européenne;MAA Action extérieure de l'État;Mixte;;;;1ACT573;
Dépenses_BG;2023.0;Programme;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P198;198.0;Retr.soc.trans.terr.;Régimes sociaux et de retraite des transports terrestres;MRB Régimes sociaux et de retraite;Hors Personnel;;;;1PGM307;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P123;0123-02-02;Contrats en cours;Contrats en cours;MOA Outre-mer;Hors Personnel;31.0;;;1NEX8705;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P162;0162-09-91;Résilience écologique;Vitrine française de la résilience écologique;MVA Cohésion des territoires;Hors Personnel;91.0;;;1NEX11168;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN01 Europe et affaires étrangères;P151;0151-02;Accès élèves franç. AEFE;Accès des élèves français au réseau AEFE;MAA Action extérieure de l'État;Hors Personnel;;;;1ACT2159;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P135;0135-05-01;Observ : études centrales;Observation, études et évaluation : études centrales;MVA Cohésion des territoires;Hors Personnel;36.0;;;1NEX1028;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P217;0217-07-03;Immo. AC et serv.ratt;Immobilier de l'administration centrale et des services rattachés;MTA Écologie, développement et mobilité durables;Mixte;13.0;;;18DRBO0YRYR;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P192;0192-01-04;Autres écoles;Autres écoles;MRA Recherche et enseignement supérieur;Hors Personnel;13.0;;;1NEX7027;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN43 Transition énergétique;P190;0190-13-05;CI construction;Construction (PREBAT, C2D2, RGCU);MRA Recherche et enseignement supérieur;Hors Personnel;10.0;;;1SSA800;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P334;0334-01-02;Quadrilatère Richelieu;Quadrilatère Richelieu;MMA Médias, livre et industries culturelles;Hors Personnel;11.0;;;1NEX9495;
Dépenses_CAS;2023.0;Action apparaissant au PAP/RAP;CAS;BG00;MIN43 Transition énergétique;P793;0793-09;Déclar utilité pub (THT);Déclaration d'utilité publique (Très haute tension);MYK Financement des aides aux collectivités pour l'électrification rurale;Hors Personnel;90.0;1 Financement des aides aux collectivités pour l'électrification rurale;751.0;1ACT4443;751-S01
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P215;0215-01-02;Actions sanitaires et soc;Actions sanitaires et sociales;MAC Agriculture, alimentation, forêt et affaires rurales;Hors Personnel;13.0;;;1NEX234;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P161;0161-14-03;Pers. fonct. sout. log.;Personnel concourant au fonctionnement, au soutien et à la logistique;MSB Sécurités;Personnel;42.0;;;1NEX10120;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P361;0361-02-25;Soutien à la transition e;Soutien à la transition et à l'innovation numériques;MCB Culture;Hors Personnel;35.0;;;1NEX10796;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN10 Justice;P166;0166-01-02;Affaires sociales;Traitement et jugement des contentieux sociaux;MJA Justice;Hors Personnel;11.0;;;1NEX1151;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P191;0191-01;Rech duale Sc viv NRBC-E;Recherche duale en sciences du vivant et NRBC-E;MRA Recherche et enseignement supérieur;Hors Personnel;;;;1ACT936;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P112;0112-14-03;Contrats de ruralité;Contrats de ruralité;MVA Cohésion des territoires;Hors Personnel;;;;VOXA5BCM4S;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P113;0113-07-46;AFB - SCSP;Opérateurs de l'eau et de la biodiversité;MTA Écologie, développement et mobilité durables;Hors Personnel;88.0;;;1NEX10008;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P217;0217-25;CNDP;Commission nationale du débat public;MTA Écologie, développement et mobilité durables;Mixte;69.0;;;1ACT2240;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P146;0146-08-47;PMS-Mobili-NH90;Assurer la mobilité - Hélicoptère NH 90;MDA Défense;Hors Personnel;47.0;;;1SSA500;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P138;0138-02-32;Disp. loc. form. cadre;Dispositifs locaux de formation à destination des futurs cadres;MOA Outre-mer;Hors Personnel;;;;1LYK6EY4IN6;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN01 Europe et affaires étrangères;P209;0209-07;Coopération communautaire;Coopération communautaire;MAD Aide publique au développement;Hors Personnel;70.0;;;1ACT3337;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P144;0144-03;Recherche et exploitation;Recherche et exploitation du renseignement intéressant la sécurité de la France;MDA Défense;Hors Personnel;;;;1ACT721;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P144;0144-07-03;Etudes amont;Etudes amont;MDA Défense;Hors Personnel;41.0;;;1SSA934;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P169;0169-07;Actions en faveur des rap;Actions en faveur des rapatriés;MMB Anciens combattants, mémoire et liens avec la Nation;Hors Personnel;70.0;;;1ACT4505;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P215;0215-02;Évaluation de l'impact de;Évaluation de l'impact des politiques publiques et information économique;MAC Agriculture, alimentation, forêt et affaires rurales;Mixte;;;;1ACT589;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN06 Éducation nationale et  jeunesse;P163;0163-04;Dvpt service civique;Développement du service civique;MSF Sport, jeunesse et vie associative;Hors Personnel;13.0;;;1ACT3415;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P218;0218-07;Pilotage des finances pub;Pilotage des finances publiques et projets interministériels;MGA Gestion des finances publiques;Mixte;70.0;;;1ACT4821;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN10 Justice;P335;0335-01;CSM;Conseil supérieur de la magistrature;MJA Justice;Mixte;10.0;;;1ACT3719;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P205;0205-08-01;Plaisance;Nautisme et plaisance;MTA Écologie, développement et mobilité durables;Hors Personnel;;;;20P8LX77N5T;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN36 Travail, plein emploi et insertion;P102;0102-01-02;Coordination du service p;Coordination du service public de l'emploi;MTB Travail et emploi;Hors Personnel;15.0;;;1SSA400;
Dépenses_BG;2023.0;Programme;BG;BG00;MIN70 Armées;P144;144.0;Envir.Prospec.Pol.Défense;Environnement et prospective de la politique de défense;MDA Défense;Hors Personnel;;;;1PGM249;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN01 Europe et affaires étrangères;P185;0185-01;Appui au réseau;Appui au réseau;MAA Action extérieure de l'État;Hors Personnel;10.0;;;1ACT574;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P363;0363-01;Finan.des entreprises;Financement des entreprises;MPR Plan de relance;Hors Personnel;;;;19Z310XH2DZ;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN36 Travail, plein emploi et insertion;P155;0155-12-01;Etudes et statistiques (h;Etudes et statistiques (hors opérateurs);MTB Travail et emploi;Hors Personnel;21.0;;;1NEX10375;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P146;0146-07-29;C&C-SIA;Commander et conduire - Système d'information des armées (SIA);MDA Défense;Hors Personnel;29.0;;;1SSA903;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P156;0156-02-01;Fisc. PME (hors remises);Fiscalité des PME (hors remises sur les ventes de timbres);MGA Gestion des finances publiques;Mixte;20.0;;;1NEX4290;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P135;0135-07-07;Plan tourisme;Plan tourisme;MVA Cohésion des territoires;Hors Personnel;;;;1X5KMWB48LS;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P343;0343-02;Autres projets;Autres projets concourant à la mise en œuvre du plan France très haut débit;MDB Économie;Hors Personnel;;;;1OS2Q0RW1NE;
