Mission;Code Mission;Type Mission;Programme;Libellé Programme;Action;Libellé Action;SousAction;Libellé SousAction;Catégorie;Code Titre;Code Ministère;Libellé Ministère;AE T2 PLF 2023;AE Hors T2 PLF 2023;CP T2 PLF 2023;CP Hors T2 PLF 2023;AE T2 Amendements 2023;AE Hors T2 Amendements 2023;CP T2 Amendements 2023;CP Hors T2 Amendements 2023;AE T2 LFI 2023;AE Hors T2 LFI 2023;AE (T2 + Hors T2) LFI  2023;CP T2 LFI 2023;CP Hors T2 LFI 2023;CP (T2 + Hors T2) LFI  2023;check LFI positive pour le croisement action/sous-action catégorie de cette ligne;"check
 AE = CP en T2"
Défense;DA;BG;146.0;Équipement des forces;11;Préparation et conduite des opérations d'armement;89;Fonctionnement et soutien DGA;64.0;4.0;70.0;Armées;0.0;3014342.0;0.0;1472012.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;141.0;Enseignement scolaire public du second degré;04;Apprentissage;;;63.0;4.0;6.0;Éducation nationale et  jeunesse;0.0;623513.0;0.0;623513.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Transformation et fonction publiques;TR;BG;368.0;Conduite et pilotage de la transformation et de la fonction publiques;01;Accompagnement des transformations des ressources humaines (DGAFP/CISIRH);;;23.0;4.0;50.0;Transformation et fonction publiques;159266.0;0.0;159266.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;141.0;Enseignement scolaire public du second degré;02;Enseignement général et technologique en lycée;;;22.0;4.0;6.0;Éducation nationale et  jeunesse;3326968874.0;0.0;3326968874.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Solidarité, insertion et égalité des chances;SE;BG;304.0;Inclusion sociale et protection des personnes;17;Protection et accompagnement des enfants, des jeunes et des familles vulnérables;;;31.0;4.0;56.0;Solidarités, autonomie et personnes handicapées;0.0;100000.0;0.0;100000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Administration générale et territoriale de l'État;AB;BG;354.0;Administration territoriale de l'État;05;Fonctionnement courant de l'administration territoriale;;;31.0;4.0;9.0;Intérieur et outre-mer;0.0;208447640.0;0.0;201475157.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Investir pour la France de 2030;AV;BG;421.0;Soutien des progrès de l'enseignement et de la recherche;04;Soutien des grandes universités de recherche;;;64.0;4.0;12.0;Services du Premier ministre;0.0;0.0;0.0;90000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;140.0;Enseignement scolaire public du premier degré;07;Personnels en situations diverses;;;22.0;4.0;6.0;Éducation nationale et  jeunesse;47989362.0;0.0;47989362.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;30;Communiquer - Cyber;51.0;4.0;70.0;Armées;0.0;3427800.0;0.0;127742641.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Solidarité, insertion et égalité des chances;SE;BG;304.0;Inclusion sociale et protection des personnes;13;Ingénierie, outils de la gouvernance et expérimentations;;;61.0;4.0;56.0;Solidarités, autonomie et personnes handicapées;0.0;6925184.0;0.0;6925184.0;0.0;334813.0;0.0;334813.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Travail et emploi;TB;BG;155.0;Conception, gestion et évaluation des politiques de l'emploi et du travail;01;Soutien au plan d'investissement dans les compétences;;;23.0;4.0;36.0;Travail, plein emploi et insertion;50154.0;0.0;50154.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;05;Gendarmerie de la Sureté de l'Armement Nucléaire;21.0;4.0;70.0;Armées;2729518.0;0.0;2729518.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Pensions;YD;CAS;741.0;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;01;Fonctionnaires civils relevant du code des pensions civiles et militaires de retraite;;;22.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;562295098.0;0.0;562295098.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Travail et emploi;TB;BG;103.0;Accompagnement des mutations économiques et développement de l'emploi;02;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;04;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;62.0;4.0;36.0;Travail, plein emploi et insertion;0.0;3722427780.0;0.0;4919568206.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Engagements financiers de l'État;EB;BG;145.0;Épargne;02;Instruments de financement du logement;;;31.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;100000.0;0.0;100000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Agriculture, alimentation, forêt et affaires rurales;AC;BG;206.0;Sécurité et qualité sanitaires de l'alimentation;03;Sécurité sanitaire de l'alimentation;;;31.0;4.0;3.0;Agriculture et souveraineté alimentaire;0.0;14123736.0;0.0;13992336.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Financement des aides aux collectivités pour l'électrification rurale;YK;CAS;794.0;Opérations de maîtrise de la demande d'électricité, de production d'électricité par des énergies renouvelables ou de production de proximité dans les zones non interconnectées;03;Installations de proximité en zone non interconnectée;;;64.0;4.0;43.0;Transition énergétique;0.0;3000000.0;0.0;3000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;143.0;Enseignement technique agricole;01;Mise en oeuvre de l'enseignement dans les établissements publics;;;21.0;4.0;3.0;Agriculture et souveraineté alimentaire;481353600.0;0.0;481353600.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;181.0;Prévention des risques;01;Prévention des risques technologiques et des pollutions;;;64.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;2697180.0;0.0;2697180.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Solidarité, insertion et égalité des chances;SE;BG;124.0;Conduite et soutien des politiques sanitaires et sociales;15;Affaires européennes et internationales;;;64.0;4.0;56.0;Solidarités, autonomie et personnes handicapées;0.0;3600000.0;0.0;3600000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;24;Commander et conduire - Système de commandement et de conduite des opérations aériennes (SCCOA);31.0;4.0;70.0;Armées;0.0;4773000.0;0.0;26581357.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;09;Engagement et combat;85;Opérer en milieu hostile - SLAMF;51.0;4.0;70.0;Armées;0.0;1060461035.0;0.0;69968154.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;166.0;Justice judiciaire;06;Soutien;;;21.0;4.0;10.0;Justice;336444997.0;0.0;336444997.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";06;Renseignement d'intérêt militaire;23.0;4.0;70.0;Armées;580138.0;0.0;580138.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;203.0;Infrastructures et services de transports;43;Ports;;;62.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;94376798.0;0.0;94376798.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sport, jeunesse et vie associative;SF;BG;219.0;Sport;04;Promotion des métiers du sport;;;32.0;4.0;42.0;Sports et jeux olympiques et paralympiques;0.0;19580904.0;0.0;19580904.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Administration générale et territoriale de l'État;AB;BG;354.0;Administration territoriale de l'État;04;Pilotage territorial des politiques gouvernementales;;;21.0;4.0;9.0;Intérieur et outre-mer;490563929.0;0.0;490563929.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Travail et emploi;TB;BG;155.0;Conception, gestion et évaluation des politiques de l'emploi et du travail;14;Personnels mettant en oeuvre les politiques d'accès et retour à l'emploi;;;21.0;4.0;36.0;Travail, plein emploi et insertion;44550277.0;0.0;44550277.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;172.0;Recherches scientifiques et technologiques pluridisciplinaires;02;Agence nationale de la recherche;;;64.0;4.0;38.0;Enseignement supérieur et recherche;0.0;1187720000.0;0.0;922800000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;178.0;Préparation et emploi des forces;04;Préparation des forces aériennes;06;Entretien et équipements des forces aériennes;31.0;4.0;70.0;Armées;0.0;2124494040.0;0.0;2008903587.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Pensions;YD;CAS;743.0;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;02;Réparation;;;31.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;100000.0;0.0;100000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;172.0;Recherches scientifiques et technologiques pluridisciplinaires;14;Moyens généraux et d'appui à la recherche;;;32.0;4.0;38.0;Enseignement supérieur et recherche;0.0;1109208185.0;0.0;1109208185.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Aide publique au développement;AD;BG;110.0;Aide économique et financière au développement;01;Aide économique et financière multilatérale;;;64.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;1432330000.0;0.0;522907255.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Transformation et fonction publiques;TR;BG;352.0;Innovation et transformation numériques;01;Fonds pour l'accélération du financement des start-up d'État;;;31.0;4.0;50.0;Transformation et fonction publiques;0.0;7300000.0;0.0;7300000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169.0;Reconnaissance et réparation en faveur du monde combattant, mémoire et liens avec la Nation;02;Gestion  des droits liés aux pensions militaires d'invalidité;23;Remboursement des prestations de sécurité sociale aux invalides;61.0;4.0;70.0;Armées;0.0;71830010.0;0.0;71830010.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Avances à l'audiovisuel public;ZD;CCF;844.0;France Médias Monde;01;France Médias Monde;;;71.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;284734306.0;0.0;284734306.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Direction de l'action du Gouvernement;DC;BG;308.0;Protection des droits et libertés;10;Haute autorité pour la transparence de la vie publique;;;21.0;4.0;12.0;Services du Premier ministre;4101606.0;0.0;4101606.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Direction de l'action du Gouvernement;DC;BG;129.0;Coordination du travail gouvernemental;10;Soutien;;;31.0;4.0;12.0;Services du Premier ministre;0.0;58598266.0;0.0;77378015.0;0.0;690000.0;0.0;690000.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Administration générale et territoriale de l'État;AB;BG;232.0;Vie politique;01;Financement des partis;;;64.0;4.0;9.0;Intérieur et outre-mer;0.0;68670672.0;0.0;68670672.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;143.0;Enseignement technique agricole;02;Mise en oeuvre des enseignements dans les établissements privés;;;21.0;4.0;3.0;Agriculture et souveraineté alimentaire;192195048.0;0.0;192195048.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;08;Projection - mobilité - soutien;55;Maintenir le potentiel ami et autre - MRTT;51.0;4.0;70.0;Armées;0.0;353363561.0;0.0;527780064.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;230.0;Vie de l'élève;01;Vie scolaire et éducation à la responsabilité;;;31.0;4.0;6.0;Éducation nationale et  jeunesse;0.0;19922099.0;0.0;19922099.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Agriculture, alimentation, forêt et affaires rurales;AC;BG;215.0;Conduite et pilotage des politiques de l'agriculture;04;Moyens communs;;;21.0;4.0;3.0;Agriculture et souveraineté alimentaire;30205710.0;0.0;30205710.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion des finances publiques;GA;BG;218.0;Conduite et pilotage des politiques économiques et financières;05;Prestations d'appui et support;;;64.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;296000.0;0.0;296000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;140.0;Enseignement scolaire public du premier degré;04;Formation des personnels enseignants;;;23.0;4.0;6.0;Éducation nationale et  jeunesse;4419696.0;0.0;4419696.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;144.0;Environnement et prospective de la politique de défense;07;Prospective de défense;02;Prospective des systèmes de forces;31.0;4.0;70.0;Armées;0.0;22727775.0;0.0;22727775.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Direction de l'action du Gouvernement;DC;BG;129.0;Coordination du travail gouvernemental;10;Soutien;;;51.0;4.0;12.0;Services du Premier ministre;0.0;8057122.0;0.0;4453404.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sport, jeunesse et vie associative;SF;BG;219.0;Sport;03;Prévention par le sport et protection des sportifs;;;32.0;4.0;42.0;Sports et jeux olympiques et paralympiques;0.0;200000.0;0.0;200000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Économie;DB;BG;305.0;Stratégies économiques;02;Développement international de l'économie française;;;22.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;9867119.0;0.0;9867119.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;141.0;Enseignement scolaire public du second degré;10;Formation des personnels enseignants et d'orientation;;;22.0;4.0;6.0;Éducation nationale et  jeunesse;291042815.0;0.0;291042815.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;11;Pilotage, soutien et communication;;;51.0;4.0;70.0;Armées;0.0;12238609.0;0.0;29470792.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;09;Engagement et combat;61;Frapper à distance - Autres opérations;64.0;4.0;70.0;Armées;0.0;285970.0;0.0;379492.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;161.0;Sécurité civile;14;Fonctionnement, soutien et logistique;;;31.0;4.0;9.0;Intérieur et outre-mer;0.0;8486133.0;0.0;8486133.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;166.0;Justice judiciaire;03;Cassation;;;23.0;4.0;10.0;Justice;302924.0;0.0;302924.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;178.0;Préparation et emploi des forces;05;Logistique et soutien interarmées;83;Soutiens complémentaires;31.0;4.0;70.0;Armées;0.0;183707491.0;0.0;181591005.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";04;EMA/Organismes interarmées /SC Performance;23.0;4.0;70.0;Armées;428387.0;0.0;428387.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;07;Pilotage, support, audit et évaluations;;;22.0;4.0;23.0;Transition écologique et cohésion des territoires;323833753.0;0.0;323833753.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;144.0;Environnement et prospective de la politique de défense;03;Recherche et exploitation du renseignement intéressant la sécurité de la France;31;Renseignement extérieur;52.0;4.0;70.0;Armées;0.0;7774162.0;0.0;10750106.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Cohésion des territoires;VA;BG;177.0;Hébergement, parcours vers le logement et insertion des personnes vulnérables;14;Conduite et animation des politiques de l'hébergement et de l'inclusion sociale;;;64.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;5513700.0;0.0;5513700.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;310.0;Conduite et pilotage de la politique de la justice;09;Action informatique ministérielle;;;52.0;4.0;10.0;Justice;0.0;200500000.0;0.0;154343749.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Santé;SA;BG;204.0;Prévention, sécurité sanitaire et offre de soins;11;Pilotage de la politique de santé publique;;;32.0;4.0;35.0;Santé et prévention;0.0;700000.0;0.0;700000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;05;Gendarmerie de la Sureté de l'Armement Nucléaire;22.0;4.0;70.0;Armées;2700755.0;0.0;2700755.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Travail et emploi;TB;BG;155.0;Conception, gestion et évaluation des politiques de l'emploi et du travail;13;Politique des ressources humaines;;;31.0;4.0;36.0;Travail, plein emploi et insertion;0.0;15274092.0;0.0;14344850.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;176.0;Police nationale;06;Commandement, ressources humaines et logistique;07;Soutien (autres dépenses);31.0;4.0;9.0;Intérieur et outre-mer;0.0;928992560.0;0.0;843700285.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Aide publique au développement;AD;BG;209.0;Solidarité à l'égard des pays en développement;07;Coopération communautaire;;;64.0;4.0;1.0;Europe et affaires étrangères;0.0;374066490.0;0.0;374066490.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;26;Autorité de contrôle des nuisances aéroportuaires (ACNUSA);;;31.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;509158.0;0.0;509158.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Travail et emploi;TB;BG;155.0;Conception, gestion et évaluation des politiques de l'emploi et du travail;17;Personnels de statistiques, études et recherche;;;21.0;4.0;36.0;Travail, plein emploi et insertion;13316870.0;0.0;13316870.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Médias, livre et industries culturelles;MA;BG;180.0;Presse et médias;01;Relations financières avec l'AFP;;;62.0;4.0;2.0;Culture;0.0;113320859.0;0.0;113320859.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;230.0;Vie de l'élève;04;Action sociale;;;21.0;4.0;6.0;Éducation nationale et  jeunesse;121070699.0;0.0;121070699.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Économie;DB;BG;305.0;Stratégies économiques;01;Définition et mise en oeuvre de la politique économique et financière de la France dans le cadre national, international et européen;;;22.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;24789297.0;0.0;24789297.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;174.0;Énergie, climat et après-mines;01;Politique de l'énergie;;;63.0;4.0;43.0;Transition énergétique;0.0;0.0;0.0;18955927.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;176.0;Police nationale;05;Missions de police judiciaire et concours à la justice;02;Missions de police judiciaire et concours à la justice - Hors administration centrale et cabinets;22.0;4.0;9.0;Intérieur et outre-mer;1033341034.0;0.0;1033341034.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;56;"Préparation des forces navales - Personnel travaillant pour le programme ""Préparation et emploi des forces""";01;Ressources humaines des forces navales;23.0;4.0;70.0;Armées;9417549.0;0.0;9417549.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
